LU,Text
convenir," se nostre grace ne lui estoit sur ce impartie, si comme il dit, en nous humblement suppliant que, attendu qu' il a bien servy oudit office de juge mage, comme dit est, au prouffit et utilité de nous et du bien publique du païs de ladicte seneschaucié et puet encores faire et aussi qu' il y a oudit païs grant chierté de vivres et si lui a convenu et convendra faire mutacion de demeure et autres grans frais a l' occasion dessusdicte, lesquelz pour l' affoiblissement et empirence des monnoyes il ne pourroit pas supporter ne son estat honnestement maintenir des gaiges de l' un desdiz estas et offices, nous lui vueillions sur ce pourveoir de nostredicte grace. Pour=quoy nous, consideré ce que dit est et les bons et agreables services que ledit suppliant nous a fais par long temps et esperons que encores face ou temps a venir, voulons et nous plaist et a icelui suppliant avons octroyé et octroyons de grace especial par ces presentes que de cy a un an a compter de la date de ces presentes il puisse tenir lesdiz deux estaz ou offices de nostre conseiller oudit parlement et de juge mage de Quercin, ja soit ce qu' ilz soient incompatibles, et, se bon lui semble, faire desservir et excercer ledit an durant ledit office de juge mage, a ses perilz et fortunes, par personne suffisant et ydoine. (MORCHESNE_FCR,.113) "
convenir," Quelques uns ont dit qu' ils en firent veu, ce que je ne sçay pas d' asurance, tous ces Messieurs estant convenu ensemble de chercher des personnes propres a ce grand ouvrage et de fretter un navire pour les porter en Canada. (MORIN,.388) "
convenir," Elle mit toutes les afaires dudit hospital entre les mains de Monsieur Dolebeau, son cousin, qui s' an chargea et en prit le soin avec bien de la charité jusqu' a la mort de sa chere cousine, ce qui a duré plus de vingt ans. Laquelle convingt avec Monsieur de La Dauversiere du tamps qu' il ce faillèt randre a La Rochelle, tant elle que nos cheres sœurs, et de ce qu' il faillèt disposer pour ce grand voiage de France a Ville Marie. (MORIN,.934) "
convenir," Joigné a toutes ces peines celle de n' avoir que tres peu des rafraischissement nesseceire sur la mer, ne croyant pas y estre la mottier du tamps qu' elles y furent et ne sachant pas aussy ce qui leur convenèt la, ‹et›c. (MORIN,.1726) "
convenir," et chacune de nous en convenèt sans peine. (MORIN,.1854) "
convenir," Ils conclurent ensemble que la maison des Hospitalieres de S‹ain›t Joseph de la ville de La Fleche en Anjou luy conviendrèt bien pour n' i estre pas connue, ce qu' elle accepta dans le momand avec grand joie et consolation interieure. (MORIN,.1935) "
convenir," Je n' en caché pas mes santimens a ceux qui conduisois la maison, qui en convinrent avec moy et me dire que la diversité de conduitte avoit causé ce malheur, qu' on c' etoit mal pris dans la reforme, qu' on vouloit faire des veux solannels au lieu des simples, q' un retardement de quelques annee auroit enpesché les petis desordres qu' on voyèt aujourdhy et qu' an voulans aller trop viste on gastoit tout l' ouvrage du Seig‹neu›r. (MORIN,.2506) "
convenir," Et comme j' etois superieure dans ce tamps la, j' us connessance de ces peines qui ne convenois pas a son aage et qui estois une espece de martire pour une ame qui aimoit Dieu aussy parfaitement que celle sy. (MORIN,.2673) "
convenir," Toutes les personnes qui ont connu ma tres honoree sœur Le Jumeau et qui ont eu l' advantage de vivre et converser familierement avec elle conviendront sans peine qu' elle a esté un modelle de toutes les vertus propres a une R‹eligieu›se, (MORIN,.2707) "
convenir," Cet article confirme encorre le premier, que c' est le Seig‹neu›r qui a combatu pour nous, que tout le monde en convint. (MORIN,.3245) "
convenir," et jura come loiaux chevaliers que il ceste queste maintendroit .i. an et .i. jor et plus encore s' il le covenoit a fere, ne ja=mais a cort ne revendroit devant qu' il la verité savroit dou saint Graal et il la pooit savoir en nule maniere, (12XX-QUESTE,23.785) "
convenir," mes puis=qu' il est einsi que a fere le covient alez en la garde de celui qui se lessa traveillier en la sainte veraie croiz por delivrer l' umaine ligniee de la pardurable mort, qui vos conduie a sauveté en toz les leus ou vos iroiz. (12XX-QUESTE,24.813) "
convenir," il le covient, (12XX-QUESTE,25.846) "
convenir," mes puis=que je voi que a fere le covient je m' en retornerai. <close-guillemets> (12XX-QUESTE,25.851) "
convenir," et li frere de laienz li baillierent .i. escuier por fere li compaingnie qui raportera arriere l' escu s' i le covient a fere. (12XX-QUESTE,28.966) "
convenir," et por ce t' en covient il sosfrir a=tant EOS (12XX-QUESTE,29.1004) "
convenir," et quant ce fu chose que Joseph vint au lit mortel, et Ewalach conut qu' il le covenoit a partir de cest siecle il vint devant lui (12XX-QUESTE,33.1168) "
convenir," et la douçor de ma Nascion, por Dieu puis=qu' il vos covient partir de cest siecle lessiez moi aucunes de voz enseignes qui me soient aprés vostre mort remembrance. (12XX-QUESTE,34.1172) "
convenir," - Donc covient il que vos en venez o noz. <close-guillemets> (12XX-QUESTE,36.1244) "
convenir," et voit delez lui une espee, et quan qu' il covient a home fere chevalier. (12XX-QUESTE,36.1274) "
convenir," et quant il voient le cors gesir en la fosse si li dient: <open-guillemets> Sire il ne covient que vos en façoiz plus que fet en avez, (12XX-QUESTE,37.1281) "
convenir," il covient qu' il soit ostez de cest cimentiere et gitez fors, (12XX-QUESTE,37.1284) "
convenir," et Galaad dist au vaslet qu' il le covient la nuit venir veillier en l' iglise, (12XX-QUESTE,37.1304) "
convenir," En ceste aventure avoit .iii. choses qui mout fesoient a redouter, la tombe qui n' estoit mie legiere a lever, le cors dou chevalier qu' il covenoit giter de son leu, la voiz que chascuns i ooit par quoi il perdoit la force dou cors et des membres, et le sens et le memoire. (12XX-QUESTE,37.1316) "
convenir," car trop covient estre preudome celui qui i entre se il en velt issir. (12XX-QUESTE,41.1403) "
convenir," car bien voit que a joster li covient. (12XX-QUESTE,42.1438) "
convenir," mes ce covient veoir par droit come tu es plus durs que pierre, (12XX-QUESTE,68.2422) "
convenir," et il respont que a fere li covient, (12XX-QUESTE,71.2514) "
convenir," Mes puis=que einsint est avenu a soffrir le me covient, (12XX-QUESTE,74.2637) "
convenir," Et il dist que se Diex plest il se gardera si bien com a fere li covient. (12XX-QUESTE,80.2814) "
convenir," Et quant il les ot pris et mis en prison, et il avoient avec aux le saint vessel par quoi il ne doutoient rien de chose qui a la viande corporel covenist. (12XX-QUESTE,84.2964) "
convenir," et por ce l' en covient il partir. (12XX-QUESTE,87.3059) "
convenir," qu' il me covient molt loing errer. (YVAIN,23.736) "
convenir," mes il covient que l'en l' anpoint si qu' el poing soit la pierre anclose; (YVAIN,32.1046) "
convenir," si li fist creance et despans de tot quan que il li covint. (YVAIN,49.1664) "
convenir," Por la costume maintenir de vostre fontainne desfandre vos covendroit boen consoil prandre; (YVAIN,57.1980) "
convenir," Lors porroiz dire tot a droit que marïer vos covendroit. (YVAIN,57.1984) "
convenir," Mes tost aler nos an covient, (YVAIN,90.3129) "
convenir," Plus en i met qu' il ne covient, (YVAIN,91.3188) "
convenir," jusqu' a quinzainne, a tot le mains, vos covendroit a sejor estre; (YVAIN,94.3279) "
convenir," Mes il li covient une piece tranchier de la coe au lïon por la teste au serpant felon qui par la coe le tenoit; (YVAIN,103.3590) "
convenir," tant con tranchier an covenoit en trancha, (YVAIN,103.3592) "
convenir," Quant le lÿon delivré ot, si cuida qu' il li covenist conbatre, et que sus li venist; (YVAIN,103.3595) "
convenir," si me covint d' un chevalier encontre trois gage a baillier et par respit de trente jorz. (YVAIN,112.3907) "
convenir," Moi ne covient il plus proier mes que li jaianz si tost veingne qu' aillors mantir ne me coveingne, (YVAIN,122.4221) "
convenir," De nos deus covenra lasser ou moi ou lui, ne sai le=quel. (YVAIN,126.4369) "
convenir," si prist a lui tel anhatine la morz, que morir le covint. (YVAIN,143.4992) "
convenir," si me covient que je reçoive le respit, s' ele le requiert. (YVAIN,146.5088) "
convenir," et, se a li volez parler, ne vos covient aillors aler (YVAIN,151.5237) "
convenir," Des=or=mes aler m' an covient et veoir genz qui leanz sont, savoir quel chiere il me feront. (YVAIN,162.5688) "
convenir," en cest chastel a establie une molt fiere deablie qu' il me covient a maintenir. (YVAIN,166.5819) "
convenir," encontre aus deus, soit droiz ou torz, vos convenra voz armes prendre. (YVAIN,166.5823) "
convenir," - Donc, m' i covient il tote=voie conbatre, maleoit gré mien; (YVAIN,167.5860) "
convenir," q' autremant, ce vos acreanz, le vos covient an tel leu metre que il ne se puisse antremetre de vos eidier et de nos nuire; (YVAIN,168.5894) "
convenir," seul vos covient o nos deduire, (YVAIN,169.5897) "
convenir," Se vos covient, ce vos afi, vostre lyeon oster de ci, mes que bien vos poist or an droit. (YVAIN,169.5917) "
convenir," or me covient droit maintenir; (YVAIN,179.6299) "
convenir," La soe part par estovoir vos covient tote clamer quite. (YVAIN,194.6818) "
convenir," Por ce que ele dote et crient, li dit: Biax sire, or me covient que je face vostre talant, (YVAIN,195.6857) "
convenir," En anfermerie ou an mue les an covient andeus mener, (YVAIN,197.6930) "
convenir," - De ceste chose conseillier vos covient, dame, fet Lunete; (YVAIN,199.6982) "
convenir," einz cuidoit qu' il li covenist molt querre, einçois qu' a lui venist. (YVAIN,203.7086) "
convenir," Ja a la verité prover n' i covient autre rescondire; (YVAIN,205.7174) "
demeurerdaccord," Un gentil chevalier d' Alemaigne, grand voyageur, aux armes preux, large, cortois, et de toutes bonnes vertuz largement doué, au retourner d' un loingtain voiage, luy estant en ung sien chasteau, fut requis d' ung son subject demourant en sa ville mesme d' estre parrain de tenir sur fons son enfant, dont la mere s' estoit delivrée droit a la coup du retour dudit chevalier. Laquelle resqueste fut audit bourgois liberalement accordée. (ANONYME_CNN,426.9310) "
demeurerdaccord," Li champs au prince demoura, Qui en occist & acora Plus de x. milliers en la place; (ANONYME_ALEXANDRIE,.2941) "
demeurerdaccord," Madame, si la jeunesse estoit tousjours acompaignée de sagesse et discretion, come il seroit bien nesessaire, on ne la verroit point si souvent se presipiter aus malheurs et inconveniens qui suivent de pres sest age non meur, et moins avoir besoin de recourir au remede que la bonté des rois presante a seuls qui ont faili, ainsi qu# il est advenu au sieur de Bonefont, Nicolas de Roquefort, gentilhome servant du roy mon mari, lequel, poussé de trop grande colere, a conmis un meurtre, duquel il ne peult demourer impuni sans que la bonté du roi i intervienne an lui an accordant de son propre mouvemant grasse et remission, de laquelle le roi mon mari, Madame la prinsesse ma seur, qui l# ont an grande recomandation, come j# ai aussi pour estre gentilhomme de bon lieu, bon catholique et qui a fet baucoup de bons servises au roi, desirons qu# il soit gratifié. (VALOIRS_CORR,158.999) "
denoncer," Si fu maintenant denonciee par toutes les chambres de laienz comment la queste dou saint Graal estoit emprise, (12XX-QUESTE,18.605) "
fairetomberlevoile," Quand on luy anonsa qu' elle estoit reçue au voille blanc, elle tomba en defaillence EOS (MORIN,.127) "
fairetomberlevoile," Aussy, une ame r‹eligieu›se qui permèt a son cœur de desirer autre chose que la volonté de Dieu, qui luy est marquee par ces regles et ces superieurs, est bien en danger d' estre seduitte et de tomber dans l' ilusion, ‹et›c. (MORIN,.974) "
leverlevoile," Qu' en mer leva une tempeste Qui toute l' esmuet & tempeste, Et qu' il n' i ot voile ne mast Que la tempeste ne tumast. (ANONYME_ALEXANDRIE,.1962) "
leverlevoile," Si leverent li maronnier les voilles (FROISSART,286.5326) "
leverlevoile," - - Nous volons que tu nous rendes compte dou grant tresor de Flandres, que tu as eu et levé, depuis sept ans, a ta volenté, et nous di quel cose tu en as fait ne ou tu l' as mis. (FROISSART,638.13705) "
leverlevoile," Qant la chapitainne d' Angouloime, qui se nonmoit Jehans de Nordvich, vei et comsidera que li dus de Normendie n' avoit nulle volenté de li deslogier, et sentoit que les pourveances de la dedens afoiblissoient, et que li contes Derbi ne faisoit nul apparant de lever le siege, et si veoit, d' aultre part, que chil de la ville s' enclinoient trop fort a estre françois, et plaindoient lors biens que il avoient sus le plat pais que il veoient perdus et ou dangier des François; si se avisa que a toutes ces coses il pourveroit. (FROISSART,656.14104) "
leverlevoile," Si eut avis et volenté que, a poissance de gens d' armes et d' archiers, il passeroit la mer, et s' en iroit prendre terre a Bourdiaus sus la Geronde et lever le siege de devant Agillon; (FROISSART,672.14453) "
leverlevoile," et leverent les voilles amont. (FROISSART,674.14511) "
mettreadecouvert," Et fut mise sur une cousche, les dens dessoubz, et son corps tant et si tresavant descouvert que les medicins virent apertement le grand meschef qui fort la tormentoit. (ANONYME_CNN,33.841) "
